,Height,Latitude,Longitude,Conf_land,Conf_ocean,Conf_inlandwater,sea_surface,x,y,labels
2945,-0.9161797874650119,-18.650395772605673,-178.52331153576168,4.0,1.0,-1.0,52.10683458559788,-19873124.134889934,-2113818.6060078912,3
2947,-1.0709811687546562,-18.650395760845992,-178.52331154960044,4.0,1.0,-1.0,52.106834602366234,-19873124.136430454,-2113818.6046262574,3
2951,-0.6820177529614284,-18.650421359474013,-178.52331424616344,4.0,4.0,-1.0,52.10679810502279,-19873124.436610475,-2113821.61218727,3
2955,-0.6403429766737645,-18.650427755201118,-178.52331492580313,4.0,4.0,-1.0,52.1067889876158,-19873124.512267623,-2113822.3636158723,3
2956,-0.869965836204301,-18.650427737757553,-178.52331494633074,4.0,1.0,-1.0,52.106789012481386,-19873124.514552742,-2113822.3615664425,3
2961,-0.7918422610853213,-18.650446922921166,-178.52331699077496,4.0,1.0,-1.0,52.106761666310376,-19873124.74213923,-2113824.6156153623,3
2963,-0.6843674505848867,-18.650466112315087,-178.523319034516,4.0,4.0,-1.0,52.10673431887881,-19873124.969647445,-2113826.8701615543,3
2972,-0.5521665701155598,-18.650491698543124,-178.52332176317836,4.0,4.0,-1.0,52.10669786253038,-19873125.27340075,-2113829.8762669484,3
2974,-0.5180048429165254,-18.650498095717712,-178.5233224457429,4.0,4.0,-1.0,52.1066887488887,-19873125.349383485,-2113830.627865927,3
2977,-0.5526599485148154,-18.650517277166777,-178.52332450675505,4.0,4.0,-1.0,52.10666142549371,-19873125.57881431,-2113832.881479362,3
2978,-0.5063159848654095,-18.650523676515213,-178.523325189038,4.0,4.0,-1.0,52.10665231087523,-19873125.6547657,-2113833.633333856,3
